NAZIV PROIZVODA,ŠIFRA PROIZVODA,MARKA PROIZVODA,NETO KOLIČINA,JEDINICA MJERE,MALOPRODAJNA CIJENA,CIJENA ZA JEDINICU MJERE,MPC ZA VRIJEME POSEBNOG OBLIKA PRODAJE,NAJNIŽA CIJENA U POSLJEDNIH 30 DANA,SIDRENA CIJENA NA 2.5.2025,BARKOD,KATEGORIJA PROIZVODA
WHISKAS DREAMIES LOSOS 60G,90139349,WHISKAS,0.06 kg,ko,1.79,29.83,,,1.79,5998749130933,PROIZVODI ZA KUĆANSTVO
VREĆA SMEĆE LD 160L 10/1 ROYAL,90090625,ROYAL,10.00 ko,ko,2,0.2,,,3.32,3858888961732,PROIZVODI ZA KUĆANSTVO
GOURMET GOLD MM PAŠTE JANJ PAT 85G,90052109,GOURMET,0.09 kg,ko,0.89,10.47,,,0.89,7613032814571,PROIZVODI ZA KUĆANSTVO
WHISKAS MM KLASIČNI IZBOR 4X85G,90678146,WHISKAS,0.34 kg,ko,2.75,8.09,,,2.75,5900951301841,PROIZVODI ZA KUĆANSTVO
VREĆICA ZAMR LD 10L 25/1 ROYAL,90448433,ROYAL,25.00 ko,ko,3.05,0.12,,,3.05,3858888966492,PROIZVODI ZA KUĆANSTVO
SPUŽVICA INOX VILEDA GLITZI 2/1,90082123,VILEDA,1.00 ko,ko,,3.04,3.04,4.35,4.35,4023103172036,PROIZVODI ZA KUĆANSTVO
ALU FOLIJA FINO 10M,90388278,FINO,10.00 m,ko,2.65,0.27,,,2.65,5900536352046,PROIZVODI ZA KUĆANSTVO
VOLI VOLI SP GOV I JAB 5 kg,90886265,VOLI VOLI,5.00 kg,ko,15.99,3.2,,,15.99,3859893822865,PROIZVODI ZA KUĆANSTVO
SHEBA MM JUNIOR MIJ IZBOR LOS PIL 4X85 g,90775501,SHEBA,0.38 kg,ko,3.29,8.69,,,3.29,4770608265076,PROIZVODI ZA KUĆANSTVO
VREĆA SMEĆE PREMIUM 35l 15/1 ALUFIX,90754956,ALUFIX,15.00 ko,ko,2.39,0.16,,,2.39,4823071655322,PROIZVODI ZA KUĆANSTVO
VREĆICA ZIP 10/1 F&P,90071403,FRESH&PACK,10.00 ko,ko,,0.1,0.99,1.35,1.33,3850334009722,PROIZVODI ZA KUĆANSTVO
SALV PALOMA U RABBIT 33X33 3SL 20/1,90885049,PALOMA,1.00 ko,ko,1.69,1.69,,,2.29,3838952035927,PROIZVODI ZA KUĆANSTVO
METALNA DRŠKA TELESKOPSKA 150cm DAX,90276271,DAX,1.00 ko,ko,2.25,2.25,,,2.25,3850334599827,PROIZVODI ZA KUĆANSTVO
SALVETE PREMIUM BRESKVA 33X33 3SL 30/1,90632933,NATUR,1.00 ko,ko,0.7,0.7,,,1.06,3850334017963,PROIZVODI ZA KUĆANSTVO
SALV PALOMA BOŽIĆ MERRY XMAS 33x33 20/1,90668656,PALOMA,20.00 ko,ko,2.29,0.11,,,2.29,3838952033558,PROIZVODI ZA KUĆANSTVO
SALV PALOMA BOU FLOW 33X33 3SL 20/1,90885067,PALOMA,1.00 ko,ko,1.69,1.69,,,2.29,3838952036153,PROIZVODI ZA KUĆANSTVO
VREĆA ZA SMEĆE FINO HD 10L 50/1 ,90603250,FINO,50.00 ko,ko,1,0.02,,,1.49,5201314413943,PROIZVODI ZA KUĆANSTVO
BRISAČ PODA MIKROFIB RESE DRŠKA DAX,90276222,DAX,1.00 ko,ko,,4.25,4.25,5.35,5.31,3850334599346,PROIZVODI ZA KUĆANSTVO
DAX RUKAVICE LATEX BEZ PUD L 100/1 ,90725628,DAX,100.00 ko,ko,6.99,0.07,,,7.05,3850334036537,PROIZVODI ZA KUĆANSTVO
VREĆA SMEĆE FINO GRE LIF 60L 18/1,90732207,FINO,18.00 ko,ko,,0.15,2.63,3.29,3.29,5900536335971,PROIZVODI ZA KUĆANSTVO
PEDIGREE MP GOVEDINA 100G VR,01642172,PEDIGREE,0.10 kg,ko,0.89,8.9,,,0.89,5900951017261,PROIZVODI ZA KUĆANSTVO
SPUŽVA GLITZI CRYST 3/1 1031,05354939,VILEDA,3.00 ko,ko,,0.8,2.39,3.99,3.99,3838447000331,PROIZVODI ZA KUĆANSTVO
KOCKE ZA POTPALU 32/1 FLASH PETROL,90301905,FLASH,32.00 ko,ko,1.45,0.05,,,1.45,4007467822103,PROIZVODI ZA KUĆANSTVO
RUČNIK PAP PALOMA FLEXI CUT 2SL 2/1,90704701,PALOMA,2.00 ko,ko,1.89,0.95,,,0.1,3838952014656,PROIZVODI ZA KUĆANSTVO
SALV PALOMA BOŽIĆ DEERS 33X33 20/1,90800087,PALOMA,20.00 ko,ko,1.35,0.07,,,2.29,3838952035576,PROIZVODI ZA KUĆANSTVO
BRISAČ PODA MOP PAMUK ZAMJ KRPA DAX,90276243,DAX,1.00 ko,ko,1.99,1.99,,,1.99,3850334599551,PROIZVODI ZA KUĆANSTVO
KITTY MM GOVEDINA 100g ALU,01640554,KITTY,0.10 kg,ko,0.49,4.9,,,0.49,3850334028389,PROIZVODI ZA KUĆANSTVO
SALV PALOMA BOUQ 40X40 2SL 20/1,90599740,PALOMA,20.00 ko,ko,3.95,0.2,,,3.95,3838952028431,PROIZVODI ZA KUĆANSTVO
FELIX MM JUHA PILETINA 48 g,90864725,FELIX,0.05 kg,ko,0.55,11.46,,,0.55,8445291954083,PROIZVODI ZA KUĆANSTVO
TOMI MM LOSOS PASTRVA 400 g,90886182,TOMI,0.40 kg,ko,1.75,4.38,,,1.75,4003024157053,PROIZVODI ZA KUĆANSTVO
BUDDY MP DIVLJAČ 405g,01645044,BUDDY,0.41 kg,ko,0.99,2.45,,,0.99,3850334018199,PROIZVODI ZA KUĆANSTVO
KOZICE ARGENTINSKE EVA 250 g,90955784,EVA,0.25 kg,ko,,31.92,7.98,9.99,9.99,3856020283919,HRANA
PANIRANI RIBLJI ŠTAPIĆI EVA 250 g,90955803,EVA,0.25 kg,ko,,15.96,3.99,4.99,4.99,3856020283940,HRANA
PANETTONE CLASSIC 500 g LASTA,90970630,LASTA,0.50 kg,ko,3,6,,,9.99,8002630106826,HRANA
ČOKO DJED BOŽIĆNJAK MILKA 90 g,90974852,MILKA,0.09 kg,ko,0.5,5.56,,,3.69,7622201688998,HRANA
KEKS PARIS LIMUN 225 g KOESTLIN,90955374,PARIS,0.23 kg,ko,2.09,9.29,,,2.09,3856014122743,HRANA
BOMBON GUM MIXED FRUIT 140 g MOND,90955446,MOND,0.07 kg,ko,1.49,21.29,,,1.49,6298042781337,HRANA
JQ BAGUETTE 2/1 250 g PP,90929869,JACQUET,0.25 kg,ko,1.29,5.16,,,1.29,3029330031055,HRANA
JQ PECIVO 6/1 300 g PP,90929871,JACQUET,0.30 kg,ko,1.79,5.97,,,1.79,3029330062820,HRANA
ČAJNA ANDRO NAR 300 g,90930015,ANDRO,0.30 kg,ko,3.99,13.3,,,3.49,3858892822982,HRANA
MASLINE ZELENE 700/400 g OLYMP,90950563,OLYMP,0.40 kg,ko,3.99,9.98,,,3.99,5201409804410,HRANA
MEDENJACI KANTICA 700 g LAMBERTZ,90975446,LAMBERTZ,0.70 kg,ko,3,4.29,,,3.99,5900881737901,HRANA
LIZALICA LABUBU 30 g,90975458,LABUBU,0.03 kg,ko,1.99,66.33,,,1.99,8684759910951,HRANA
KRUH CHIA 500 g NAR PAK KLARA,90935153,KLARA,0.50 kg,ko,1.85,3.7,,,1.85,3856016907560,HRANA
MIX ANAMARIA 3U1 XXL 216 g,90934775,ANAMARIA,0.22 kg,ko,2.39,11.06,,,2.39,3858881775572,HRANA
KUKURUZ KUH ŠEĆERAC ZRNO 150 g,90970147,MADIG,1.00 ko,ko,1.29,1.29,,,1.29,3856028690252,HRANA
KEKS MILKA MINI STARS WHITE 150 g,90934950,MILKA,0.15 kg,ko,2.25,15,,,2.25,7622202318672,HRANA
VAFL MANNER SPECULAAS 185 g,90970632,MANNER,0.19 kg,ko,0.5,2.7,,,2.39,9015810000646,HRANA
SLAD CHOCO CRUMBLE 500 ml AMELIE,90974652,AMELIE,0.50 l,ko,,19.98,9.99,9.99,9.99,3859894132635,HRANA
SLAD BOROVNICA/ĐUMBIR 500 ml AMELIE,90974654,AMELIE,0.50 l,ko,,19.98,9.99,9.99,9.99,3859894132642,HRANA
SLAD PISTACIJA 500 ml AMELIE,90974657,AMELIE,0.50 l,ko,,23.98,11.99,11.99,11.99,3859894132734,HRANA
LIZALICA MAXI PVC LICENCA 4/1 32 g,90975461,LICENCA,0.03 kg,ko,2.99,93.44,,,2.99,8435477908665,HRANA
PILEĆA PRSA DIM S&F FAMILY PAC 250 g,90964849,SLIM&FIT,0.25 kg,ko,2.99,11.96,,,2.99,3838977038774,HRANA
ĆEVAPČIĆI JUNEĆI 480 g PIK VRBOVEC,90975391,PIK VRBOVEC,0.48 kg,ko,6.79,14.15,,,6.79,3850139522488,HRANA
KOKICE SPECIAL MOMENTS CHOCOL 90 g ,90956067,SPECIAL MOMENTS,0.09 kg,ko,1,11.11,,,1.99,3850334430069,HRANA
KEKS ORAŠAR LIMENKA 150 g JACOBSENS,90959647,DANISH COOKI,0.15 kg,ko,1,6.67,,,2.99,5776879023024,HRANA
KEKS VINTAGE LIMENKA 150 g JACOBSENS,90959649,DANISH COOKI,0.15 kg,ko,1,6.67,,,2.99,5776879022034,HRANA
PRALINE HELLO SANTA VR 200 g ROVELLI,90959651,ROVELLI,0.20 kg,ko,0.5,2.5,,,2.99,8004333017058,HRANA
PRALINE LET IT SNOW VR 200 g ROVELLI,90959654,ROVELLI,0.20 kg,ko,0.5,2.5,,,2.99,8004333017041,HRANA
DESERT RIŽA NA MLIJEKU VANIL  200 g,90975310,MULLER,0.20 kg,ko,0.99,4.95,,,0.99,42244035,HRANA
MASLINE ZEL PAPR GARDEN G 700/400 g,90935000,GARDEN GOOD,0.40 kg,ko,,6.63,2.65,2.65,3.09,3850334441089,HRANA
ČIPS CHIO ČČ ULTR REB KREM PAP 120 g,90965017,CHIO,0.12 kg,ko,2.19,18.25,,,2.19,3856021307775,HRANA
ČOKOL BOŽIĆ FIGURIC SMARTIES VR 65 g,90974676,SMARTIES,0.07 kg,ko,0.5,7.69,,,3.49,8000300408713,HRANA
MILKA BOŽIĆNA KUĆICA 70 g,90974769,MILKA,0.07 kg,ko,1,14.29,,,3.99,7622202251375,HRANA
ADVENTSKI KALENDAR MILKA 213 g,90974773,MILKA,0.21 kg,ko,2,9.39,,,10.99,7622202025181,HRANA
ORADA BRANC MARIN NAT 130/80 g BROK,90884738,BROK,0.08 kg,ko,6.29,78.63,,,6.29,3858891991566,HRANA
SLADOLED TWIX BAR 47 g,90886376,MARS,0.05 kg,ko,1.89,40.21,,,1.89,5000159484640,HRANA
SLADOLED SNICKERS 73.5 g,90886388,MARS,0.07 kg,ko,1.89,25.71,,,1.89,5000159515481,HRANA
SLADOLED ALGIDA DONUT 62 ml,90886435,UNILEVER,0.06 l,ko,1.89,30.48,,,1.89,8711327678293,HRANA
SLADOLED TWISTER GREEN 80 ml,90886443,UNILEVER,0.08 l,ko,1.59,19.88,,,1.59,8711327575646,HRANA
SLADOLED MAGNUM WHITE CHOCOLA 110 ml,90886459,UNILEVER,0.11 l,ko,2.79,25.36,,,2.79,8711327612945,HRANA
SLADOLED MAGNUM CLASSIC 110 ml,90886465,UNILEVER,0.11 l,ko,2.79,25.36,,,2.79,8711327612372,HRANA
SLAD KORNET KINDER BUENO 62 g,90886483,FERRERO,0.06 kg,ko,2.99,48.23,,,2.99,8000500385081,HRANA
SLAD KINDER BUENO WHITE KORNET 62 g,90886487,FERRERO,0.06 kg,ko,2.99,48.23,,,2.99,8000500385098,HRANA
SLAD KINDER CHOCOLATE  38 g,90886505,FERRERO,0.04 kg,ko,2.09,55,,,2.09,8000500407219,HRANA
SLADOLED MAGNUM DUPLI LJEŠNJAK 85 ml,90886521,UNILEVER,0.09 l,ko,2.79,32.82,,,2.79,8711327667174,HRANA
SLADOLED MAGNUM BADEM KORNET 160 ml,90886533,UNILEVER,0.16 l,ko,2.99,18.69,,,2.99,8714100659922,HRANA
MLIJ NAPITAK VANILIJA YFOOD 500 ml,90900049,YFOOD,0.50 l,ko,4.99,9.98,,,1,4260556631158,HRANA
MLIJ NAPITAK CLASSIC YFOOD 500 ml,90900057,YFOOD,0.50 l,ko,4.99,9.98,,,1,4260556631165,HRANA
MLIJ NAPITAK ŠUM VOĆE YFOOD 500 ml,90900059,YFOOD,0.50 l,ko,4.99,9.98,,,1,4260556631189,HRANA
NAP KOLAGEN JAGOD STAY STRONG 500 ml,90900061,STAY STRONG,0.50 l,ko,2.59,5.18,,,2.59,3850354019275,HRANA
NAP KOLAGEN KAKAO STAY STRONG 500 ml,90900065,STAY STRONG,0.50 l,ko,2.59,5.18,,,2.59,3850354019251,HRANA
ČEŠNJOVKA NAR 300 g PIVAC,90904704,PIVAC,0.30 kg,ko,6.99,23.3,,,5.29,3859892881627,HRANA
BOSILJAK SVJEŽI ZB BIO ZONE,90904845,BIO ZONE,1.00 ko,ko,1.69,1.69,,,1.69,3856028690153,HRANA
PERŠIN SVJEŽI ZB BIO ZONE,90904847,BIO ZONE,1.00 ko,ko,1.69,1.69,,,1.69,3856028690184,HRANA
SLADOLED MAGNUM DUPLA VIŠNJA 255 ml,90886476,UNILEVER,0.26 l,ko,7.39,28.98,,,7.39,8711327663695,HRANA
SIR TVRDI RIBANAC 140 g PRESIDENT,90809647,PRESIDENT,0.14 kg,ko,3.99,28.5,,,3.99,3850355008056,HRANA
ZOB KEKSI SRCA BRU/VIŠ/CHIA 50g ROW SPI,90707942,ROW SPIRIT,0.05 kg,ko,1.19,23.8,,,1.19,3859894094056,HRANA
MUESLI GRANOLA BOOM BOX DOUBLE ČOK 60g,90622928,BOOM BOX,0.06 kg,ko,,12.67,0.76,1.09,0.99,3858890478396,HRANA
PRALINE MIX FERRERO MOMENTS 183g,90734754,FERRERO,0.12 kg,ko,7.99,65.49,,,6.99,8000500413302,HRANA
TOAST INTEGRALNI DULCESOL 820 g,90869652,DULCESOL,0.82 kg,ko,2.59,3.16,,,2.59,8410087413952,HRANA
ŠTAPIĆI KIKIRIKI SALTAS 40g,90082048,SALTAS,0.04 kg,ko,0.69,17.25,,,0.59,3856014114359,HRANA
BRAŠNO BUČINO 0.5kg OPG CESAREC,90403928,OPG CESAREC,0.50 kg,ko,2.19,4.38,,,2.19,3859893456442,HRANA
ČOKOLADA LINDT LINDOR PISTACIO 100g,90726679,LINDT,0.10 kg,ko,3.69,36.9,,,3.69,8003340801094,HRANA
PAŠTETA PAČJA 115g HENAFF,02166688,JEAN HENAFF,0.12 kg,ko,3.59,31.22,,,3.59,3537580700886,HRANA
SLANUTAK GARDEN GOOD 410/250 g,90854701,GARDEN GOOD,0.25 kg,ko,0.79,3.16,,,0.79,3838900842843,HRANA
KEKS PRINCEZA ČOKO ORIGINAL 230g,90427882,PRINCEZA,0.23 kg,ko,2.99,13,,,2.69,3856014101649,HRANA
TJEST FUSILLI 400g BRONZA,90730978,BRONZA,0.40 kg,ko,2.59,6.48,,,2.59,3857500128508,HRANA
SLAD GELATISSIMO ČOKO VIŠNJA 1.65l,90485277,GELATISSIMO,1.64 l,ko,4.99,3.04,,,4.99,3838900972830,HRANA
ŠARAN DIM FILET 150 g SPECIAL MOMENTS,90829647,SPECIAL MOMENTS,0.15 kg,ko,3.59,23.93,,,3.59,3850334429070,HRANA
UMAK ZA MESO BURGER STYLE 235ml CARL KUHNE,90324614,KUHNE,0.24 l,ko,3.99,16.98,,,3.99,40198668,HRANA
BOMBON GUMENI MAGIC CARPETS 90 g,90886028,FINI,0.09 kg,ko,1.39,15.44,,,1.39,8410525121500,HRANA
SOK OD LIMUNA 500 ml REALEMON,90890038,REALEMON,0.50 l,ko,3.99,7.98,,,3.99,5410233711829,HRANA
ORADA SVJ  OČIŠ MAP 720g,90485218,CROMARIS,0.72 kg,ko,12.49,17.35,,,9.29,3858890596793,HRANA
DESERT MILKA WAFFELINI CHOCO 31 g,90889952,MILKA,0.03 kg,ko,0.89,28.71,,,0.79,7622202286742,HRANA
GELATISSIMO ONE IN A MELON 5x70 ml,90899926,GELATISSIMO,0.35 l,ko,2.99,8.54,,,2.99,3850334434227,HRANA
SLAD CROCCANTINO BIS 4X50 g,90886255,SAMMONTANA,0.20 kg,ko,5.99,29.95,,,5.99,8005840021071,HRANA
VAFL KREM ŠTAPIĆI ČOKOLADA 200g LAST,90889853,LASTA,0.20 kg,ko,2.39,11.95,,,2.39,3870128039568,HRANA
BOMBON MAMBA MAGIC STICKS 140 g,90889828,MAMBA,0.14 kg,ko,1.79,12.79,,,1.79,4014400933413,HRANA
SLADOLED ALGIDA CLASSIC MIX 482 ml,90886470,UNILEVER,0.48 l,ko,6.59,13.67,,,6.59,8711327676671,HRANA
SLADOLED TTL JAGODA CHEESCAKE 473 ml,90899971,TASTE THE LAYERS,0.47 l,ko,4.99,10.55,,,4.99,8021995014263,HRANA
BOMBON PEZ DEKSTROZA ROLLS 39g,90361209,PEZ,0.04 kg,ko,0.99,25.38,,,0.99,9044400806306,HRANA
KAŠ LINO KRUŠKA 130G,90184219,LINO,0.13 kg,ko,1.15,8.85,,,1.15,3850104280122,HRANA
TIJESTO REZANCI ZA JUHU 250g KLARA MARIĆ,90770047,KLARA M,0.25 kg,ko,2.59,10.36,,,2.39,3859888499898,HRANA
MUESLI DATULJA I KAKAO 350 g OPLAN,90869772,OPLANT,0.35 kg,ko,3.99,11.4,,,3.99,3856020274290,HRANA
KEKS OREO 110G,90288238,OREO,0.11 kg,ko,1.69,15.36,,,1.69,7622210765932,HRANA
PAŠTETA TARTUFI 50g BURETIĆ,90573451,BURETIĆ,0.05 kg,ko,2.65,53,,,2.65,3859893159343,HRANA
TARTUFATA 80 g SPECIAL MOMENTS,90850703,SPECIAL MOMENTS,0.08 kg,ko,7.99,99.88,,,7.99,3850334428714,HRANA
ZELENO ZA JUHU 95g (400ml)KOTANYI,90405965,KOTANYI,0.10 kg,ko,5.59,58.84,,,5.59,9001414502556,HRANA
PERŠIN 100g GASTRO KOTANYI,90405967,KOTANYI,0.10 kg,ko,6.99,69.9,,,6.99,9001414024560,HRANA
HRENOVKE TELEĆE 275 g IVANEČKI,90824902,IVANEČKI,0.28 kg,ko,4.09,14.87,,,4.09,3859893866647,HRANA
KAŠICA HIPP INT ŽIT VOĆE 4-6MJ 190g,03140035,HIPP,0.19 kg,ko,1.75,9.21,,,1.75,9062300137825,HRANA
UMAK RAJČICA BOSILJAK 300g BAKINA TAJNA,90819809,BAKINA TAJNA,0.30 kg,ko,2.99,9.97,,,2.99,8606018022045,HRANA
DESERT KNOPPERS NUTBAR 40g,90405382,KNOPPERS,0.04 kg,ko,0.85,21.25,,,0.85,40144450,HRANA
ČAJ BAK KAMIL 60g PIRAMID PAMPA-TEA,90408757,PAMPA TEA,0.06 kg,ko,7.69,128.17,,,7.69,3859891239375,HRANA
KAŠICA FRUTEK POV GOV/RIŽ 190g,90320524,FRUTEK,0.19 kg,ko,1.99,10.47,,,1.99,3838945030663,HRANA
PERŠIN U LISTIĆIMA 7g ŠAFRAM,04101010,ŠAFRAM,0.01 kg,ko,0.49,70,,,0.53,3859888163263,HRANA
SOL HIMALAJSKA SITNA 250g ŠAFRAM,90215194,ŠAFRAM,0.25 kg,ko,2.79,11.16,,,3.32,3859892109394,HRANA
LIZALICE FLOPITO COLA 80g 10/1,90074953,FLORESTAL,0.08 kg,ko,1.29,16.13,,,1.29,7896321004376,HRANA
LUČIĆI U VINS OCTU 290g SACLA,90485173,SACLA,0.18 kg,ko,2.99,16.61,,,2.99,8001060001503,HRANA
ZAČIN PIKANT FIX KISELI 100g DR OETK,04183458,DR OETKER,0.10 kg,ko,0.99,9.9,,,0.99,5997381327077,HRANA
PAHULJICE PIR BIO ZONE 500g,90513574,BIO ZONE,0.50 kg,ko,1.99,3.98,,,1.99,3838900804193,HRANA
ZAČIN MEXICO BURITO 40g VR KOTANYI,01490842,KOTANYI,0.04 kg,ko,1.69,42.25,,,1.69,9001414011546,HRANA
TJEST CASARECCE DURUM 400g PEREC,90750963,OPG PEREC,0.40 kg,ko,2.49,6.23,,,2.49,3859894123107,HRANA
SIRUP ZA KAVU KARAMELA 0.25l MONIN,90804720,MONIN,0.25 l,ko,6.99,27.96,,,6.99,3052910013677,HRANA
PRŠUT DALMATINSKI NAR 80 g MAP,90886635,VOŠTANE,0.08 kg,ko,3.29,41.13,,,3.29,3858889494758,HRANA
JOGURT Z BREGOV 2.8% 1750gVINDIJA,90513938,Z BREGOV,1.75 kg,ko,4.05,2.31,,,4.05,3850108037265,HRANA
SV BUT BK MHF,90283094,PIK VRBOVEC,1.00 kg,kg,6.09,6.09,,,4.69,3850139445152,HRANA
KIWI 1 kg,01410026,,1.00 kg,ko,2.49,2.49,,,2.49,3838900270394,HRANA
MESNI DORUČAK 3X150g XXL GAVRILOVIĆ,90477985,GAVRILOVIĆ,0.45 kg,ko,4.49,9.98,,,4.49,3858892722121,HRANA
BATAK PILEĆI K PLUS,90270053,K PLUS,1.00 kg,kg,,3.29,3.29,4.09,4.09,3850159118050,HRANA
ČOKOL DORINA LEDENA 100g,04212302,DORINA,0.10 kg,ko,1.99,19.9,,,1.45,3850102117215,HRANA
RAFFAELLO PIATTA 260g,90087739,FERRERO,0.26 kg,ko,6.69,25.73,,,6.19,4008400180724,HRANA
ULJE MASLIN EX DJ 1L ZVIJEZD,03210017,ZVIJEZDA,1.00 l,ko,13.99,13.99,,,13.99,3858882211550,HRANA
OSLIĆ BEZ GLAVE OCEAN 1kg,90385602,OCEAN,1.00 kg,ko,,3.99,3.99,3.99,3.69,3850334388001,HRANA
HRENOVKE U PRIR CRIJEVU RFZ PIK VRBO,02044281,PIK VRBOVEC,1.00 kg,kg,12.49,12.49,,,12.49,3850139191103,HRANA
VRHNJE K PLUS ZA KUHANJE 500ml 20%,90307275,K PLUS,0.50 l,ko,,3.78,1.89,2.39,1.89,3850334343864,HRANA
KRASTAVAC SALATNI KOM,01407864,,0.30 kg,ko,1.39,4.63,,,0.59,3859892765255,HRANA
TORTILLA PŠEN 8x20cm 320g HRUSTY,90533230,HRUSTY,0.32 kg,ko,1.59,4.97,,,1.59,8605002359723,HRANA
ČOKOL MILKA CIJELI LJEŠ 270G,90297962,MILKA,0.27 kg,ko,2.5,9.26,,,6.79,7622210702555,HRANA
PRŠUT K PLUS 500G NAR MAXX,90286979,K PLUS,0.50 kg,ko,13.49,26.98,,,9.99,3850334341518,HRANA
ČOKOLADA MILKA NOISETTE 80g,90045395,MILKA,0.08 kg,ko,,16.88,1.35,1.35,2.09,7622210043955,HRANA
PUDING PROTEIN VAN 180g VINDIJA,90389423,VINDIJA,0.18 kg,ko,,5.5,0.99,1.29,1.29,3850108040906,HRANA
DESERT KINDER BUENO T1 43g,04220953,FERRERO,0.04 kg,ko,1.29,30,,,1.19,80052760,HRANA
PILEĆI ZABATAK 500g,90674557,MEĐIMURSKO PILE,0.50 kg,ko,2.79,5.58,,,2.79,3850220115780,HRANA
PRIPRAVAK ZA ŠLAG HALTA  500ml,02324114,HALTA,0.50 l,ko,2.19,4.38,,,2.06,8004172000303,HRANA
ČOKOL ZA JELO I KUHANJE 200g KRAŠ,04341008,DORINA,0.20 kg,ko,,14.95,2.99,3.89,2.99,3850102113613,HRANA
DESERT ČOK/VAN JAJE 70G,90191799,KIDSWORLD,0.07 kg,ko,1.13,16.14,,,0.95,8595588202561,HRANA
ŠPINAT 400g LEDO,90668483,LEDO,0.40 kg,ko,1.59,3.98,,,1.99,3850116053257,HRANA
ČOKOLADA KINDER T12 150g,90070401,FERRERO,0.15 kg,ko,2.89,19.27,,,2.59,8000500141601,HRANA
TELEĆI VRAT SK T BOER,90408173,T BOER & ZN,1.00 kg,kg,,8.49,8.49,8.19,8.89,,HRANA
ČIPS DORITOS NACHO SIR 90g,90754984,DORITOS,0.09 kg,ko,1.99,22.11,,,1.99,8606017379393,HRANA
RIKULA 125 grama,90290439,KONZUM,0.13 kg,ko,1.29,10.32,,,1.29,3858890542455,HRANA
VRHNJE K PLUS ZA KUH 200G 20%,90229967,K PLUS,0.20 kg,ko,0.99,4.95,,,1.05,3850334585523,HRANA
CVJETAČA KOM,90043126,,0.63 kg,ko,1.69,2.7,,,1.99,3850334311863,HRANA
ČEŠNJAK RFZ,01402186,KORA,1.00 kg,kg,4.69,4.69,,,4.99,3850334173287,HRANA
ČIPS LAY'S  MAXX PAPRIKA 120g,90706138,PEPSICO,0.12 kg,ko,,16.58,1.99,2.29,1.89,5900259128966,HRANA
LUK CRVENI,01400528,,1.00 kg,kg,0.69,0.69,,,0.84,3850334386182,HRANA
JAJA SVJ K PLUS M 10/1 PODNI UZGOJ,90148335,K PLUS,10.00 ko,ko,2.99,0.3,,,2.65,3850334421111,HRANA
SLAD KORNET MAXIMO MAL CAKE 160ML LEDO,90215110,KING,0.16 l,ko,2.69,16.81,,,2.69,3850116105710,HRANA
PUREĆA KRILA VAKUUM AIA cca 2.7,90225349,AIA,1.00 kg,kg,2.59,2.59,,,2.25,,HRANA
DESERT KINDER SCHOKO BONS 125g,04227011,FERRERO,0.13 kg,ko,3.69,29.52,,,3.29,5413548280189,HRANA
ČIPS PRINGLES ORGINAL 165g,01311186,PRINGLES,0.17 kg,ko,3.49,21.15,,,3.49,5053990101573,HRANA
GRAH ŠARENI,01421206,EUROCOMPANY,1.00 kg,kg,1.99,1.99,,,1.99,3859893124860,HRANA
JABUKA IDARED,01411614,,1.00 kg,kg,,1.39,1.39,1.69,1.49,3850334173713,HRANA
JUN VRAT SK MARTINJAK  MHF,90308783,,1.00 kg,kg,6.99,6.99,,,6.99,3859893702471,HRANA
BRAŠNO OŠTRO T-400 5kg MLINETA,04030002,MLINETA,5.00 kg,ko,3.85,0.77,,,3.9,3859888419087,HRANA
LJEŠNJAK JEZGRA 300g,90697958,PP ORAHOVICA,0.30 kg,ko,6.99,23.3,,,4.49,3858889833809,HRANA
SIR K PLUS ZRNATI 20% MM 200g,02398938,K PLUS,0.20 kg,ko,1.39,6.95,,,1.33,3850334058515,HRANA
ČIPS CHIO PAPRIKA 130 g,90764970,CHIO,0.13 kg,ko,2.19,16.85,,,2.19,3856021306709,HRANA
AVOKADO KOM,01410080,,0.20 kg,ko,1.39,6.95,,,1.19,2011171540101,HRANA
MARGARIN MARGO NOVA 225g ZVIJEZDA,90703044,MARGO,0.23 kg,ko,,5.73,1.29,1.29,1.19,3856015327284,HRANA
VALJUŠCI MINUTE 1kg,90670328,MINUTE,1.00 kg,ko,2.79,2.79,,,2.79,3850334018380,HRANA
BRANCIN I SVJ PAK KONZUM,02199515,,1.00 kg,kg,10.99,10.99,,,9.39,,HRANA
PUREĆA DIMLJENA NAR 100g PIK,90409805,PIK,0.10 kg,ko,2.89,28.9,,,2.59,3850139520453,HRANA
PIL ZABATAK OBIT PAK VINDIJA,02430046,CEKIN,1.00 kg,kg,5.29,5.29,,,3.49,3850159110573,HRANA
ŠLAG K 220ml LEDO,02350334,LEDO,0.22 l,ko,1.99,9.05,,,1.49,3850116506623,HRANA
FANT UMAK KREM DELIKATESNI 40 g PODRAVKA,90770334,FANT,0.04 kg,ko,1.19,29.75,,,1.19,3856020269494,HRANA
PROTEIN ZOE WHEY FRENCH VANILLA 25 g,90839960,ZOE,0.03 kg,ko,,63.2,1.58,1.99,1.99,3856026709888,HRANA
DESERT KINDER SRCE T1 37 g,90869741,FERRERO,0.04 kg,ko,1.29,34.86,,,1.29,8000500443996,HRANA
KEKS PLAZMA MINI MINI 55g,90668780,BAMBI,0.06 kg,ko,0.79,14.36,,,0.79,8600043033533,HRANA
